,file_name,WasThereText?,IsThereGrey,SentenceWithGrey,IsThereUnpublished,SentenceWithUnpublished,IsThereNonTraditional,IsThereNonTraditionalLIT,GIST,
1856,2019.0_A Meta-Analysis of exercise therapy on reducing depression among older adults in Iran.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1857,2021.0_Toward an integrated model of supportive peer relationships in early adolescence: A systematic review and exploratory meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1858,"2018_Hearing impairment, mild cognitive impairment, and dementia: a meta-analysis of cohort studies.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1859,2018_Predicting individual characteristics from digital traces on social media: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1860,2018.0_Imagery interventions in health behavior: A meta-analysis..pdf,YES,YES,"searching (n = 2021) Additional r ecords identified 
through other sources including 
grey literature search  (n = 68) 
 
Records after duplicates removed  
(n = 1170) ",NO,NA,NO,NO,3,
1861,2022.0_Extended functional connectivity of convergent structural alterations among individuals with PTSD: A neuroimaging meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1862,2019.0_Clinical applications of self-hypnosis: A systematic review and meta-analysis of randomized controlled trials..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1863,2020.0_Effect of station technique in classroom teaching: A meta-analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1864,2021.0_Effectiveness of problem-based learning on secondary students' achievement in science: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1865,2022.0_Smartphone addiction and Eysenck's personality traits among Chinese adolescents: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1866,"2022.0_Prevalence of social anxiety disorder and symptoms among Chinese children, adolescents and young adults: A systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1867,2023.0_The bilingual advantage effect on executive control and its moderators: Evidence from meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1868,"2018_The happy culture: A theoretical, meta-analytic, and empirical review of the relationship between culture and wealth and subjective well-being.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1869,2023.0_Meta-Analysis of the Effects of Stress and Anxiety on Alcohol Consumption Behavior in Early Adults.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1870,2021.0_Understanding the effects of time perspective: A meta-analysis testing a self-regulatory framework..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1871,2022.0_META-ANALYSIS OF LEADERSHIP BEHAVIOR PRACTICES: AN EMPIRICAL STUDY OF SELECTED INDIAN COMPANIES.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1872,2018_A systematic review and meta-analysis of the effectiveness of acetylcholinesterase inhibitors and memantine in treating the cognitive symptoms of dementia.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1873,2021.0_Are women more generous than men? A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1874,2019.0_A systematic review and meta-analysis of the overall effects of school-based obesity prevention interventions and effect differences by intervention Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1875,2020.0_The effectiveness of meta-cognitive therapy on cognitive attention syndrome in female students with social anxiety disorder.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1876,2018_Taxing the brain to uncover lying? Meta-analyzing the effect of imposing cognitive load on the reaction-time costs of lying.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1877,2020.0_The link between sacrifice and relational and personal well-being: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1878,"2021.0_Cognitive restructuring, behavioral activation and cognitive-behavioral therapy in the treatment of adult depression: A network meta-analysis..pdf",YES,NO,NA,NO,NA,NO,NO,3,
1879,2021.0_Parenting interventions to promote early child development in the first three years of life: A global systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1880,2018.0_The Mizan meta-memory and meta-concentration scale for students (MMSS): a test of its psychometric validity in a sample of university students.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1881,2019.0_Commentary: Transcranial stimulation of the frontal lobes increases propensity of mind-wandering without changing meta-awareness.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1882,2019.0_Effectiveness and Social Validity of FBAs for Youth At-Risk or With High Incidence Disabilities: A Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1883,2021.0_Â intervention to reduce alcohol consumption and improve physical fitness in individuals with alcohol use disorder: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1884,2019.0_The relationship between leadership styles and engagement: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1885,2019.0_Resilience and Mental Health in Children and Youth: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1886,2018.0_Adult attachment representations and depressive symptoms: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1887,2018.0_ of well-being interventions for siblings of children and young people with a chronic physical or mental health condition: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1888,"2021.0_Effects and moderators of Triple P on the social, emotional, and behavioral problems of children: Systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1889,2023.0_The effectiveness of the ÂBut-you-are-freeÂ technique: Meta-analysis and re-examination of the technique.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1890,2022.0_Multilevel meta-analysis of individual participant data of single-case experimental designs: One-stage versus two-stage methods.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1891,2021.0_Diagnostic accuracy of deep learning in medical imaging: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1892,2021.0_A systematic review and meta-analysis of the serum lipid profile in prediction of diabetic neuropathy.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1893,2021.0_Compared to what? A meta-analysis of batterer intervention studies using nontreated controls or comparisons.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1894,2019.0_A meta-analysis of the effects of teacher personality on teacher effectiveness and burnout.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1895,2021.0_Comparative efficacy and safety of biologic therapies for moderate-to-severe Crohn's disease: a systematic review and network meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1896,2018.0_Children's meta-talk in their collaborative decision making with peers.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1897,2021.0_Longitudinal association of intraindividual variability with cognitive decline and dementia: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1898,2021.0_A global meta-analysis of greenhouse gases emission and crop yield under no-tillage as compared to conventional tillage.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1899,2022.0_Predictors of persistent participation in youth sport: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1900,2019.0_The effects of choice on motor skill learning: A meta-analysis of self-controlled research findings.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1901,2020.0_Why does perfectionism confer risk for depressive symptoms? A meta-analytic test of the mediating role of stress and social disconnection.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1902,2021.0_Null and void? Errors in meta-analysis on perceptual disfluency and recommendations to improve meta-analytical reproducibility.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1903,2019.0_Shall we serve the dark lords? A meta-analytic review of psychopathy and leadership..pdf,NO,NA,NA,NA,NA,NA,NA,3,
1904,2019.0_Beyond ÂplanningÂ: A meta-analysis of implementation intentions to support smoking cessation..pdf,YES,YES,"size of these five studies, should be interpreted with caution. Further research with larger 
sample sizes is likely to overcome this issue. Furthermore, publication bias was indicated and
as a result it is likely that studies have been missed by this review especially as grey literature
was not searched. This is acknowledged as a limitation of the review. Nevertheless, this is the
first review providing evidence of the effectiveness of implementation intentions specifically 
for smoking cessation and would encourage further research using this approach.",NO,NA,NO,NO,3,
1905,2020.0_Music therapy in the psychosocial treatment of adult cancer patients: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1906,2022.0_Does cross-race contact improve cross-race face perception? A meta-analysis of the cross-race deficit and contact.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1907,2023.0_Psychological Outcomes and Mechanisms of Mindfulness-Based Training for Generalised Anxiety Disorder: A Systematic Review and Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1908,2022.0_A Meta Analysis of Social Behavior in the era of Mass Communication by Peer Tutoring Among the Students.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1909,"2022.0_Appealing to motivation to change attitudes, intentions, and behavior: A systematic review and meta-analysis of 702 experimental tests of the effects of motivational Â.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1910,2021.0_To flip or not to flip? A meta-analysis of the efficacy of flipped learning in higher education.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1911,"2019.0_Untangling intelligence, psychopathy, antisocial personality disorder, and conduct problems: a metaÂanalytic review.pdf",YES,YES,"“Australia/New Zealand” (Decuyper et al. 2009).  
Publication type . This was coded as “published data” and “unpublished data”. The latter was 
grey literature, that is, PhD Dissertations and d ata reported by authors via email, not reported 
in a published article.  
Selection and calculation of effect sizes  
 The collected data (mainly Pearson correlations) were analyzed using Fisher’s Z -",NO,NA,NO,NO,3,
1912,2022.0_Â on the Differential Impact of Menthol versus Non-menthol Cigarette Use on Initiation and Progression to Regular Smoking: A Systematic Review and Meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1913,2019.0_Quantitative synthesis of research evidence: Multilevel meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1914,2018.0_The relationship between teacher support and students' academic emotions: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1915,2021.0_Interactive features of E-texts' effects on learning: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1916,2020.0_A meta-analytic review of the relationship between dispositional gratitude and well-being.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1917,2021.0_EMMN varies with deviant-standard stimulus pair type and emotion type: Evidence from a meta-analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1918,2020.0_Is more better? A meta-analysis of dose and efficacy in face-to-face psychological treatments for problem and disordered gambling..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1919,2022.0_Effect of language therapy alone for developmental language disorder in children: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1920,2019.0_A cross-temporal meta-analysis of changes in medical college students' mental health: 1993-2016.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1921,2020.0_Perceived ethnic discrimination as a risk factor for psychotic symptoms: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1922,2018.0_The prevalence of suicidal thoughts and behaviours among college students: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1923,2021.0_Intuitions about the reference of proper names: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1924,2022.0_A systematic meta-analysis of the reliability and validity of subjective cognitive load questionnaires in experimental multimedia learning research.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1925,2018.0_A systematic review and meta-analysis on the efficacy of Internet-delivered behavioral activation.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1926,"2022.0_MindÂBody Exercises for PTSD Symptoms, Depression, and Anxiety in Patients With PTSD: A Systematic Review and Meta-Analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1927,2021.0_The effectiveness of the use of augmented reality in anatomy education: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1928,2021.0_Does the fourth-grade slump in creativity actually exist? A meta-analysis of the development of divergent thinking in school-age children and adolescents.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1929,2021.0_Diagnostic value of sST2 in cardiovascular diseases: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1930,2021.0_Effect of complexity on speech sound development: Evidence from meta-analysis review of treatment-based studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1931,2023.0_Effects of Core Training on Sport-Specific Performance of Athletes: A Meta-Analysis of Randomized Controlled Trials.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1932,2018.0_Predicting the Big 5 personality traits from digital footprints on social media: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1933,2020.0_Psychological treatments for post-traumatic stress disorder in adults: A network meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1934,2020.0_Acceptance and commitment therapy and subjective wellbeing: a systematic review and meta-analyses of randomised controlled trials in adults.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1935,2021.0_Â -sided game interventions on the technical execution and tactical behaviors of young and youth team sports players: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1936,2020.0_La inteligencia emocional en el Ã¡mbito educativo: un meta-anÃ¡lisis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1937,2020.0_Childhood maltreatment and suicide attempts in prisoners: a systematic meta-analytic review.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1938,2021.0_Efficacy of dialectical behavior therapy for adolescent self-harm and suicidal ideation: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1939,"2019.0_Gratitude interventions: meta-analytic support for numerous personal benefits, with caveats.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1940,2020.0_Meta-analysis of structural magnetic resonance imaging studies in pediatric posttraumatic stress disorder and comparison with related conditions.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1941,"2021.0_The relationship between complications, common knowledge details and self-handicapping strategies and veracity: A meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1942,2018.0_How to analyze (intentional) consciousness in terms of meta-Belief and temporal awareness.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1943,2019.0_Implicit process interventions in eating behaviour: A meta-analysis examining mediators and moderators.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1944,2021.0_The price of the induced defense against pests: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1945,2018.0_Guidelines for reporting systematic reviews and meta-analyses.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1946,2021.0_Â ' parenting and the social-emotional development and adaptive functioning of children in foster care: A Prisma-guided literature review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1947,2018_How do autism spectrum disorders process human face? A meta-analysis of eye-tracking studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1948,2019.0_An update on the efficacy of anti-inflammatory agents for patients with schizophrenia: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1949,"2023.0_The 3Ã 2 Achievement Goals in the Education, Sport, and Occupation Literatures: A Systematic Review with Meta-Analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1950,2020.0_An extended theory of planned behavior for parent-for-child health behaviors: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1951,2019.0_The relationships between person-environment fit and job-related variables: meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1952,2019.0_Accuracy of clinician predictions of future self?harm: a systematic review and meta?analysis of predictive studies.pdf,YES,YES,"reference lists of each paper retrieved; use of the ‘find similar’ functions for seminal papers 
in PubMed and Web of Science; and screening the reference lists of books dealing with t he 
topic of clinician judgement. A search of the grey literature was conducted in January 2016 
with review of the first 100 sources identified by the search engines Google and Google 
Scholar through combinations of the keywords.  
Author ManuscriptThis article is prote cted by copyright. All rights reserved  Key terms used for the search included “self -harm” OR “suicide*”, toget her with their ",NO,NA,NO,NO,3,
1953,2019.0_Risk factors of HIV among male military personnels: A Meta Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1954,2020.0_Prevalence of depressive symptoms in primary school students in China: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1955,"2022.0_The efficacy of non-invasive, non-convulsive electrical neuromodulation on depression, anxiety and sleep disturbance: a systematic review and meta-analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1956,2021.0_Activity achievement emotions and academic performance: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1957,2021.0_Visibility restoration: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1958,2021.0_Socioeconomic Status and Mental Health in Children and Adolescents: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1959,2021.0_Association between panic disorder and childhood adversities: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1960,"2021.0_Does burnout affect academic achievement? A meta-analysis of over 100,000 students.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1961,2020.0_Does mindfulness training without explicit ethics-based instruction promote prosocial behaviors? A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1962,2018.0_A meta-analysis of context integration deficits across the schizotypy spectrum using AX-CPT and DPX tasks..pdf,YES,NO,NA,YES,"data and applying corrective techniques. Thus, meta -analysis can determine the validity of 
synthesized results when drawn from an imperfect literature base.  
 The goals of this project were to conduct a systematic review of the published and unpublished literature and use meta- analysis to examine CI using AX -CPT and DPX tasks along the 
schizotypy spectrum compared with healthy and psychiatric control groups, associations bet ween 
CI and schizotypy symptom dimensions, and the impact of patient and task variables. Some task variables were assessed to examine CI theory (e.g., cue- probe delay should differentially impact 
groups), whereas other variables were assessed to help researchers select task parameters in future research (e.g., to understand how cue duration or number of trials impacts outcomes).   ",NO,NO,1,
1963,2019.0_Prevalence of student violence against teachers: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1964,2023.0_A meta-analysis of the worked examples effect on mathematics performance.pdf,YES,YES,"problem-solving control. The same limitation holds for the other two moderators 
assessed. Thus, results from moderator analyses are descriptive rather than causal. 
To reduce publication bias, we review both published and grey literature.
Methods
Inclusion and Exclusion Criteria
We include studies conducted globally with participants ranging from elementary ",NO,NA,NO,NO,3,
1965,2020.0_Passion at work: A meta?analysis of individual work outcomes.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1966,"2022.0_Â of type 2 diabetes mellitus, impaired fasting glucose, general obesity, and abdominal obesity in patients with bipolar disorder: a systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1967,2021.0_Prevalence of adverse drug reactions in the primary care setting: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1968,"2021.0_Red Tape, organizational performance, and employee outcomes: Meta?analysis, meta?regression, and research agenda.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1969,2020.0_On the relation between felt trust and actual trust: Examining pathways to and implications of leader trust meta-accuracy..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1970,2018_Integrating clients' religion and spirituality within psychotherapy: A comprehensive meta?analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1971,2021.0_The prognostic value of CD206 in solid malignancies: a systematic review and Meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1972,2020.0_The impact of adherence to the traditional mediterranean diet and sex differences on global cognitive functioning: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1973,2023.0_Identification of Risk Factors for Suicide and Insights for Developing Suicide Prevention Technologies: A Systematic Review and Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1974,2018.0_Action everyday life of personality: from conception to meta-theory (Part I).pdf,YES,NO,NA,NO,NA,NO,NO,3,
1975,2021.0_The verifiability approach: A meta-analysis.pdf,YES,YES,"source of Verifiable Details; e.g.: Leal et al., 2018; Vrij et al., 2019; Vrij, Mann, Leal, &  Fisher, 
2020) ; (6) articles are written in English; and (7) articles are published in peer -reviewed journals . 
The decision whether or not to include grey literature in a meta -analysis is controversial 
(Bellefontaine & Lee, 2013)  as both choices have advan tages and disadvantages (Benzies, Premji, 
Hayden, & Serrett, 2006) . There are at least three main reasons why studies are unpublished (grey 
literature). First, the study obtained null findings. Excluding papers for this reason is a concern and ",NO,NA,NO,NO,1,
1976,2022.0_Reliability Generalization Meta-Analysis of Mathematics Anxiety Scale for Primary School Students.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1977,2018.0_Neural correlates of interference resolution in the multi-source interference task: a meta-analysis of functional neuroimaging studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1978,2020.0_Interventions for suicide and self-injury: A meta-analysis of randomized controlled trials across nearly 50 years of research..pdf,NO,NA,NA,NA,NA,NA,NA,3,
1979,2020.0_Meta-representational skills in bullying roles: the influence of definitional competence and empathy.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1980,2022.0_The impact of virtuality on team effectiveness in organizational and non?organizational teams: A meta?analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1981,2021.0_Time trajectories in the transcriptomic response to exercise-a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1982,2021.0_The impact of face masks on performance and physiological outcomes during exercise: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1983,2022.0_A systematic review and meta-analysis of studies of reactivity to digital in-the-moment measurement of health behaviour.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1984,2021.0_Systemic therapy of MSCs in bone regeneration: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1985,"2020.0_Â -and long-term protein consumption on appetite and appetite-regulating gastrointestinal hormones, a systematic review and meta-analysis of randomized controlled Â.pdf",YES,NO,NA,NO,NA,NO,NO,3,
1986,2022.0_The effect of safety leadership on safety participation of employee: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1987,2021.0_The value of FujiLAM in the diagnosis of tuberculosis: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1988,2021.0_A systematic review and meta-analysis of effect of vitamin D levels on the incidence of COVID-19.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1989,2022.0_Neural effects of cognitive behavioral therapy in psychiatric disorders: A systematic review and activation likelihood estimation meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1990,2018.0_ and posttraumatic stress disorder in adult civilian survivors of war who stay in war-afflicted regions. A systematic review and meta-analysis of epidemiological studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1991,2022.0_Meta-analysis of correlation coefficients: A cautionary tale on treating measurement error..pdf,YES,NO,NA,NO,NA,NO,NO,3,
1992,nan_The Resilience Status of Left-Behind Children: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1993,2022.0_Transition to parenthood and marital satisfaction: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1994,2018.0_Univariate Meta-Analysis vs. Meta-Analytic Structural Equation Modeling.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1995,"2023.0_High prevalence of anxiety, depression, and stress among remote learning students during the COVID-19 pandemic: Evidence from a meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
1996,2020.0_A meta-analytic integration of research on the relationship between right-wing ideological attitudes and aggressive tendencies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1997,2020.0_Psychosocial prevention programs against radicalization and extremism: A meta-analysis of outcome evaluations.pdf,NO,NA,NA,NA,NA,NA,NA,3,
1998,2021.0_Emotional intelligence and Machiavellianism: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
1999,2018.0_Â in children and adolescents with attention-deficit-hyperactivity disorder: a Cochrane systematic review with meta-analysis and trial sequential analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2000,"2021.0_A systematic review, meta-analysis and meta-regression on the effects of carbohydrates on sleep.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2001,"2022.0_Meta-Analysis Study: Is Dental Health Education Effective to Improve Knowledge, Attitude, and Behavior in Adolescents?.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2002,2023.0_Â is most effective and acceptable in the treatment of adults with a (sub) clinical borderline personality disorder? A systematic review and network meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2003,2018.0_Where do web surveys work? A meta-analysis of response rate experiments across countries.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2004,2022.0_Challenge-hindrance stressors and innovation: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2005,2021.0_Digital technology interventions for risk factor modification in patients with cardiovascular disease: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2006,"2018.0_ associations between problematic Facebook use, psychological distress and well-being among adolescents and young adults: A systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
2007,2019.0_Cognitive flexibility as a meta-competency-Flexibilidad cognitiva como meta-competencia.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2008,2021.0_Effectiveness of Third-Wave Therapies to Support Parents: A Systematic Review and Meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
2009,"2022.0_Garbage in, garbage out? Evaluating the evidentiary value of published meta-analyses using z-curve analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2010,2019.0_Anxiety and depression in adults with autism spectrum disorder: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2011,2022.0_Characteristics of episodic future thinking in anxiety: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2012,2022.0_Meta Analysis of Trauma Focused Cognitive Behavior Therapy for Reducing Child Sexual Behaviour in Sexually Abused Children.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2013,2022.0_Meta-analysis: Relationship between Antenatal Care Visits and Exclusive Breastfeeding.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2014,2022.0_Gray matter alteration in medication overuse headache: a coordinates-based activation likelihood estimation meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2015,2020.0_Effects and moderators of computer-based training on children's executive functions: a systematic review and meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2016,2021.0_Understanding tree failureÂA systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2017,2021.0_Defining skin aging and its risk factors: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2018,2018.0_Social anxiety in the eating disorders: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2019,2020.0_Does the relation between humor styles and subjective well-being vary across culture and age? A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2020,2018.0_What meta-analyses reveal about the replicability of psychological research..pdf,YES,NO,NA,NO,NA,NO,NO,3,
2021,2019.0_Gender imbalance in instructional dynamic versus static visualizations: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2022,2021.0_Pregnancy or psychological outcomes of psychotherapy interventions for infertility: a meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2023,2018.0_The benefits and risks of asking research participants about suicide: A meta-analysis of the impact of exposure to suicide-related content.pdf,YES,NO,NA,YES,"suicide or  exposure to suicide -related content in research studies led to changes in participants ’ 
levels of distress, suicidal ideation , or suicide attempts. A systematic search of peer -reviewed 
and unpublished literature from 2000 to 2017  identified 18  studies. Exposure  to suicide -related 
content led to significant , albeit small , reductions in suicidal ideation  (g = -.13, p < .001 ) and a 
lower  likelihood of engaging in suicidal behaviour (OR = .714,  p < .05) . The reduction in 
suicidal ideation was moderated by age such that adolescents showed nearly twice as large a ",NO,NO,1,
2024,2022.0_Changes in native sentence processing related to bilingualism: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2025,2021.0_The impact of right ventricular injury on the mortality in patients with acute respiratory distress syndrome: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2026,2023.0_How do aspects of selfhood relate to depression and anxiety among youth? A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
