Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
69,"E Slade, E Keeney, I Mavranezouli, S Dias…","Treatments for bulimia nervosa: a network meta-analysis",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/treatments-for-bulimia-nervosa-a-network-metaanalysis/E2F5EDDEF98F480DED2FB09AF87C12F8","https://scholar.google.com/scholar?cites=16866450224083689679&as_sdt=2005&sciodt=0,5&hl=en",434,"2023-07-31 18:46:22","","","","",,,,,69,13.80,14,5,5,"… We conducted a network meta-analysis (NMA) of RCTs. The … (NMA) has advantages over standard pairwise meta-analysis … limitations of a traditional meta-analysis in which conclusions …","https://research-information.bris.ac.uk/files/153619529/Bulimia.pdf","https://scholar.google.com/scholar?q=related:z-BQ1B2rEeoJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
61,"J Oltra-Cucarella, R Ferrer-Cascales…","Risk of progression to Alzheimer's disease for different neuropsychological Mild Cognitive Impairment subtypes: A hierarchical meta-analysis of longitudinal studies.",2018,"Psychology and …","psycnet.apa.org","https://psycnet.apa.org/record/2018-48735-001","https://scholar.google.com/scholar?cites=12681967819828754329&as_sdt=2005&sciodt=0,5&hl=en",435,"2023-07-31 18:46:22","","","","",,,,,61,12.20,20,3,5,"… reviewers, a meta-analysis can be very … meta-analysis that make us be relatively confident with our results. One of the main strengths of this meta-analysis is the use of the HRVE for meta…","https://rua.ua.es/dspace/bitstream/10045/83849/1/2018_Oltra-Cucarella_etal_PsycholAging_accepted.pdf","https://scholar.google.com/scholar?q=related:mffTSYpm_68J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
85,"I Marker, PJ Norton","The efficacy of incorporating motivational interviewing to cognitive behavior therapy for anxiety disorders: A review and meta-analysis",2018,"Clinical Psychology Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735817304087","https://scholar.google.com/scholar?cites=7434417065331594416&as_sdt=2005&sciodt=0,5&hl=en",452,"2023-07-31 18:46:22","","","","",,,,,85,17.00,43,2,5,"… The current meta-analysis combined the findings of 12 trials examining the efficacy of MI + … The findings of this meta-analysis suggest that MI as an adjunct to CBT for anxiety disorders …","","https://scholar.google.com/scholar?q=related:sBQxg-5aLGcJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
155,"KN Levy, Y Kivity, BN Johnson…","Adult attachment as a predictor and moderator of psychotherapy outcome: A meta‐analysis",2018,"… of clinical psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jclp.22685","https://scholar.google.com/scholar?cites=11309235730453443764&as_sdt=2005&sciodt=0,5&hl=en",454,"2023-07-31 18:46:22","","10.1002/jclp.22685","","",,,,,155,31.00,39,4,5,"… Our previous meta-analysis determined a small-to-moderate … small number of studies included in this meta-analysis (k = 14), … Second, we present a meta-analysis of the research on the …","https://levylab.la.psu.edu/wp-content/uploads/sites/9/2022/01/Levyetal2019attachmentinPTJCLP.22685.pdf","https://scholar.google.com/scholar?q=related:tDTVWvp58pwJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
176,"P Krebs, JC Norcross, JM Nicholson…","Stages of change and psychotherapy outcomes: A review and meta‐analysis",2018,"… of clinical psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jclp.22683","https://scholar.google.com/scholar?cites=1692569654585441417&as_sdt=2005&sciodt=0,5&hl=en",455,"2023-07-31 18:46:22","","10.1002/jclp.22683","","",,,,,176,35.20,44,4,5,"… meta-analysis parallel and extend those obtained in our previous study. That meta-analysis … the same neighborhood as the previous meta-analysis but slightly lower than found earlier. …","https://www.academia.edu/download/79661186/Stages_of_change_therapy_2018_.pdf","https://scholar.google.com/scholar?q=related:ibwrGyI3fRcJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
199,"LE Captari, JN Hook, W Hoyt, DE Davis…","Integrating clients' religion and spirituality within psychotherapy: A comprehensive meta‐analysis",2018,"… Clinical Psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jclp.22681","https://scholar.google.com/scholar?cites=16876999392919556964&as_sdt=2005&sciodt=0,5&hl=en",456,"2023-07-31 18:46:22","","10.1002/jclp.22681","","",,,,,199,39.80,40,5,5,"… present meta-analysis, we examined treatment outcome via two patient dimensions: Psychological outcomes and spiritual outcomes. Nearly every treatment study in our meta-analysis …","https://www.researchgate.net/profile/Stacey-Mcelroy-Heltzel/publication/327693211_Integrating_clients%27_religion_and_spirituality_within_psychotherapy_A_comprehensive_meta-analysis_CAPTARI_et_al/links/5e1c9ed992851c8364cbb6c0/Integrating-clients-religion-and-spirituality-within-psychotherapy-A-comprehensive-meta-analysis-CAPTARI-et-al.pdf","https://scholar.google.com/scholar?q=related:ZBN0mYclN-oJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
75,"A Degnan, S Baker, D Edge, W Nottidge…","The nature and efficacy of culturally-adapted psychosocial interventions for schizophrenia: a systematic review and meta-analysis",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/nature-and-efficacy-of-culturallyadapted-psychosocial-interventions-for-schizophrenia-a-systematic-review-and-metaanalysis/F5EDA7CA5E7355EF5A294A345DFA86D5","https://scholar.google.com/scholar?cites=13844416865776681618&as_sdt=2005&sciodt=0,5&hl=en",463,"2023-07-31 18:46:22","","","","",,,,,75,15.00,15,5,5,"… Our meta-analysis demonstrated significant effects in favour of the adapted intervention at post-treatment and follow-up. Post-treatment effect sizes for symptomatic outcomes (total …","https://research.manchester.ac.uk/files/59166638/PSM_D_17_00045_R2.pdf","https://scholar.google.com/scholar?q=related:ksIL38k_IcAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
70,"M Hedman-Lagerlöf, E Hedman-Lagerlöf…","The empirical support for mindfulness-based interventions for common psychiatric disorders: a systematic review and meta-analysis",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/empirical-support-for-mindfulnessbased-interventions-for-common-psychiatric-disorders-a-systematic-review-and-metaanalysis/0D7FDE562DA75735FD3D8AC0BF2FC958","https://scholar.google.com/scholar?cites=5284838122593144005&as_sdt=2005&sciodt=0,5&hl=en",465,"2023-07-31 18:46:22","","","","",,,,,70,14.00,23,3,5,"… A total of 19 studies were thus included in the systematic review and meta-analysis. Figure 1 shows a flowchart of the inclusion of studies in the current meta-analysis, with details for the …","https://www.academia.edu/download/71932400/S0033291718000259.pdf","https://scholar.google.com/scholar?q=related:xUybsEWEV0kJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
90,"SC Carr, A Hardy, M Fornells-Ambrojo","Relationship between attachment style and symptom severity across the psychosis spectrum: A meta-analysis",2018,"Clinical Psychology Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735816304500","https://scholar.google.com/scholar?cites=15769332783539286072&as_sdt=2005&sciodt=0,5&hl=en",467,"2023-07-31 18:46:22","","","","",,,,,90,18.00,30,3,5,"… The current meta-analysis aimed to build on existing reviews by examining the prevalence of … The meta-analysis showed that the prevalence of insecure attachment style is significantly …","https://discovery.ucl.ac.uk/id/eprint/10054284/1/Relationship%20between%20disrupted%20attachment%20and%20psychosis%20_accepted.pdf","https://scholar.google.com/scholar?q=related:OPDH-53s19oJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
68,"T Scott, SL Brown","Risks, strengths, gender, and recidivism among justice-involved youth: A meta-analysis.",2018,"Journal of Consulting and Clinical Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-51572-005","https://scholar.google.com/scholar?cites=11025944742428505618&as_sdt=2005&sciodt=0,5&hl=en",469,"2023-07-31 18:46:22","","","","",,,,,68,13.60,34,2,5,"… The majority of risk focused research available for inclusion in the current meta-analysis made use of models measuring risk factors from a gender neutral perspective. This was a major …","","https://scholar.google.com/scholar?q=related:EnaJRVMGBJkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
417,"OS Curry, LA Rowland, CJ Van Lissa…","Happy to help? A systematic review and meta-analysis of the effects of performing acts of kindness on the well-being of the actor",2018,"… Social Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022103117303451","https://scholar.google.com/scholar?cites=1241833536720144874&as_sdt=2005&sciodt=0,5&hl=en",478,"2023-07-31 18:46:22","HTML","","","",,,,,417,83.40,104,4,5,"… The results of this systematic review and meta-analysis of the experimental kindness literature suggests that performing acts of kindness improves the well-being of the actor (δ = 0.28). …","https://www.sciencedirect.com/science/article/pii/S0022103117303451","https://scholar.google.com/scholar?q=related:6glfqgXhOxEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
276,"JY Fam","Prevalence of internet gaming disorder in adolescents: A meta‐analysis across three decades",2018,"Scandinavian journal of psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/sjop.12459","https://scholar.google.com/scholar?cites=18442619508775804538&as_sdt=2005&sciodt=0,5&hl=en",480,"2023-07-31 18:46:22","","10.1111/sjop.12459","","",,,,,276,55.20,276,1,5,"The inclusion of “Internet gaming disorder ( IGD )” in the fifth edition of Diagnostic and statistical manual of mental disorders ( DSM ‐5) creates a possible line of research. Despite the …","http://eprints.sunway.edu.my/873/1/Fam%20Jui%20Yuin%20Plain%20text.docx","https://scholar.google.com/scholar?q=related:el5F5LpY8f8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
79,"A Kassavou, S Sutton","Automated telecommunication interventions to promote adherence to cardio-metabolic medications: meta-analysis of effectiveness and meta-regression of behaviour …",2018,"Health Psychology Review","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2017.1365617","https://scholar.google.com/scholar?cites=13620489742703817604&as_sdt=2005&sciodt=0,5&hl=en",485,"2023-07-31 18:46:22","","10.1080/17437199.2017.1365617","","",,,,,79,15.80,40,2,5,"… However, to our knowledge this is the first systematic review with meta-analysis that has comprehensively investigated the effectiveness of IVR or SMS interventions to promote …","https://www.tandfonline.com/doi/pdf/10.1080/17437199.2017.1365617","https://scholar.google.com/scholar?q=related:hHO2rEGzBb0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
77,"M Boberska, Z Szczuka, M Kruk, N Knoll…","Sedentary behaviours and health-related quality of life. A systematic review and meta-analysis",2018,"Health psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2017.1396191","https://scholar.google.com/scholar?cites=13006274920857230814&as_sdt=2005&sciodt=0,5&hl=en",498,"2023-07-31 18:46:22","","10.1080/17437199.2017.1396191","","",,,,,77,15.40,15,5,5,"… Results of the systematic review and meta-analysis uniformly indicated that lower levels of sedentary behaviours were related to a better physical HRQOL domain. Associations may be …","","https://scholar.google.com/scholar?q=related:3l3EXCGSf7QJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
203,"K Karsay, J Knoll, J Matthes","Sexualizing media use and self-objectification: A meta-analysis",2018,"Psychology of women quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0361684317743019","https://scholar.google.com/scholar?cites=13659996758433077651&as_sdt=2005&sciodt=0,5&hl=en",499,"2023-07-31 18:46:22","","10.1177/0361684317743019","","",,,,,203,40.60,68,3,5,"… The aim of this meta-analysis was to investigate the influence of sexualizing media use on self-objectification among women and men. For this purpose, we analyzed 54 papers yielding …","https://journals.sagepub.com/doi/full/10.1177/0361684317743019","https://scholar.google.com/scholar?q=related:kxlkk60Okr0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
82,"J Walker, K Burke, M Wanat, R Fisher…","The prevalence of depression in general hospital inpatients: a systematic review and meta-analysis of interview-based studies",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/prevalence-of-depression-in-general-hospital-inpatients-a-systematic-review-and-metaanalysis-of-interviewbased-studies/17C73936A0E59F8C66BC8F8F2F1C7A81","https://scholar.google.com/scholar?cites=8455985701817230398&as_sdt=2005&sciodt=0,5&hl=en",504,"2023-07-31 18:46:22","","","","",,,,,82,16.40,16,5,5,"… We found that there was high clinical heterogeneity, indicating that a meta-analysis of all the studies would not yield meaningful results. Whilst some studies had recruited general …","https://ora.ox.ac.uk/objects/uuid:7ea8e6a5-3540-42b2-b51e-678a63633b78/download_file?file_format=pdf&safe_filename=Walker_2018_Psych%2BMed_Prevalence%2Bof%2BDepression.pdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:PiSZrjGyWXUJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
53,"T Gatzka, B Hell","Openness and postsecondary academic performance: A meta-analysis of facet-, aspect-, and dimension-level correlations.",2018,"Journal of Educational Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-57172-001","https://scholar.google.com/scholar?cites=2065076654829388074&as_sdt=2005&sciodt=0,5&hl=en",506,"2023-07-31 18:46:22","","","","",,,,,53,10.60,27,2,5,"… meta-analysis (k = 28, N = 5,861) on the relationship between 6 openness facets and postsecondary academic performance. Furthermore, we report results from meta… our meta-analysis. …","","https://scholar.google.com/scholar?q=related:KsEOvUagqBwJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
91,"J Loechner, K Starman, K Galuschka, J Tamm…","Preventing depression in the offspring of parents with depression: A systematic review and meta-analysis of randomized controlled trials",2018,"Clinical psychology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S027273581730260X","https://scholar.google.com/scholar?cites=5777682520924230027&as_sdt=2005&sciodt=0,5&hl=en",511,"2023-07-31 18:46:22","HTML","","","",,,,,91,18.20,18,5,5,"… We asked whether they knew of unpublished data which they were willing to share for the purposes of this meta-analysis. We further searched for ongoing trials on ClinicalTrials.gov …","https://www.sciencedirect.com/science/article/pii/S027273581730260X","https://scholar.google.com/scholar?q=related:ixGsLKRzLlAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
76,"H Xie, J Peng, M Qin, X Huang, F Tian…","Can touchscreen devices be used to facilitate young children's learning? A meta-analysis of touchscreen learning effect",2018,"… in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02580/full","https://scholar.google.com/scholar?cites=7388038614029978064&as_sdt=2005&sciodt=0,5&hl=en",512,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2018.02580","","",,,,,76,15.20,13,6,5,"… In this meta-analysis we tested the overall effect of touchscreen devices on young children's (0- to 5-year-olds) learning performance, as well as moderators of this effect, based on 36 …","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02580/full","https://scholar.google.com/scholar?q=related:0Ekg2PmVh2YJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
292,"KC Dreison, L Luther, KA Bonfils, MT Sliter…","Job burnout in mental health providers: A meta-analysis of 35 years of intervention research.",2018,"… health psychology","psycnet.apa.org","https://psycnet.apa.org/journals/ocp/23/1/18/","https://scholar.google.com/scholar?cites=12390650882489824637&as_sdt=2005&sciodt=0,5&hl=en",513,"2023-07-31 18:46:22","","","","",,,,,292,58.40,58,5,5,"… beyond the studies included in the present meta-analysis (Borenstein et al., 2009). To test for moderation by continuous variables, meta-regressions were performed using a random …","https://scholarworks.iupui.edu/bitstream/handle/1805/17467/Dreison_2018_job.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:fbWvQlRv9KsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
82,"JC Chow, E Ekholm, H Coleman","Does oral language underpin the development of later behavior problems? A longitudinal meta-analysis.",2018,"School Psychology Quarterly","psycnet.apa.org","https://psycnet.apa.org/record/2018-24096-001","https://scholar.google.com/scholar?cites=9782161685297180662&as_sdt=2005&sciodt=0,5&hl=en",514,"2023-07-31 18:46:22","","","","",,,,,82,16.40,27,3,5,"… This study reports on a meta-analysis that estimates that low early oral language skills are related to higher rates of behavior problems in the future. Results of this study suggest that …","","https://scholar.google.com/scholar?q=related:9i-Tgzk4wYcJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
109,"KJ Trevis, NM McLachlan, SJ Wilson","A systematic review and meta-analysis of psychological functioning in chronic tinnitus",2018,"Clinical psychology review","Elsevier","https://www.sciencedirect.com/science/article/pii/S027273581730034X","https://scholar.google.com/scholar?cites=17427675201468008070&as_sdt=2005&sciodt=0,5&hl=en",522,"2023-07-31 18:46:22","","","","",,,,,109,21.80,36,3,5,"… Forest plot representing results of the meta-analysis investigating the differences in emotional wellbeing between people with chronic tinnitus (CT) and healthy controls (HC). Larger …","https://psychologicalsciences.unimelb.edu.au/__data/assets/pdf_file/0003/3605025/Trevis_etal_2018.pdf","https://scholar.google.com/scholar?q=related:hoZijEKK2_EJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
257,"CP Cerasoli, GM Alliger, JS Donsbach…","Antecedents and outcomes of informal learning behaviors: A meta-analysis",2018,"… and Psychology","Springer","https://link.springer.com/article/10.1007/s10869-017-9492-y","https://scholar.google.com/scholar?cites=10564287149240648975&as_sdt=2005&sciodt=0,5&hl=en",537,"2023-07-31 18:46:22","","10.1007/s10869-017-9492-y","","",,,,,257,51.40,64,4,5,"… comprehensive theory or meta-analysis that has systematically … construct domain for our review and meta-analyses. In doing so… Second, we conduct a meta-analysis to address research …","","https://scholar.google.com/scholar?q=related:D4W2szDjm5IJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
81,"Y Panteleeva, G Ceschi, D Glowinski…","Music for anxiety? Meta-analysis of anxiety reduction in non-clinical samples",2018,"Psychology of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0305735617712424","https://scholar.google.com/scholar?cites=5706412381005986790&as_sdt=2005&sciodt=0,5&hl=en",538,"2023-07-31 18:46:22","","10.1177/0305735617712424","","",,,,,81,16.20,20,4,5,"… The aim of this study is to conduct a meta-analysis of randomized controlled trials on the effects of music on anxiety in healthy individuals. A comprehensive search in the PsycINFO, …","https://www.researchgate.net/profile/Yulia-Panteleeva/publication/318208527_Music_for_anxiety_Meta-analysis_of_anxiety_reduction_in_non-clinical_samples/links/5a8e93c2a6fdcc808c0f935c/Music-for-anxiety-Meta-analysis-of-anxiety-reduction-in-non-clinical-samples.pdf","https://scholar.google.com/scholar?q=related:5rvAn9M_MU8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
58,"SJ Huey Jr, JL Tilley","Effects of mental health interventions with Asian Americans: A review and meta-analysis.",2018,"Journal of consulting and clinical psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-51572-004","https://scholar.google.com/scholar?cites=4175054333938379563&as_sdt=2005&sciodt=0,5&hl=en",540,"2023-07-31 18:46:22","","","","",,,,,58,11.60,29,2,5,"… This meta-analysis suggests that existing mental health treatments are efficacious for Asian Americans and that culturally tailored interventions can enhance effects. Such adaptations …","http://stanhuey.com/wp-content/uploads/2015/07/Huey-Tilley_2018.pdf","https://scholar.google.com/scholar?q=related:Kyta3MvF8DkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
58,"J Montero-Marin, J Garcia-Campayo…","Is cognitive–behavioural therapy more effective than relaxation therapy in the treatment of anxiety disorders? A meta-analysis",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/is-cognitivebehavioural-therapy-more-effective-than-relaxation-therapy-in-the-treatment-of-anxiety-disorders-a-metaanalysis/7DB51D0838F0D6A81B527F4A70659E9A","https://scholar.google.com/scholar?cites=4732166763022440141&as_sdt=2005&sciodt=0,5&hl=en",549,"2023-07-31 18:46:22","","","","",,,,,58,11.60,19,3,5,"… meta-analysis comparing (C)BTs and relaxation has been done since, while many new studies have been conducted. Furthermore, the referred early meta-analysis … a meta-analysis to …","","https://scholar.google.com/scholar?q=related:zdbcT5kIrEEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
67,"SE Griffiths, J Parsons, F Naughton…","Are digital interventions for smoking cessation in pregnancy effective? A systematic review and meta-analysis",2018,"Health Psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2018.1488602","https://scholar.google.com/scholar?cites=11428142701402131343&as_sdt=2005&sciodt=0,5&hl=en",571,"2023-07-31 18:46:22","","10.1080/17437199.2018.1488602","","",,,,,67,13.40,17,4,5,"… The aims of this systematic review and meta-analysis were to … The primary meta-analysis produced a sample-weighted … A meta-regression suggested that interventions using larger …","https://www.tandfonline.com/doi/pdf/10.1080/17437199.2018.1488602","https://scholar.google.com/scholar?q=related:jwuM7zzrmJ4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
52,"L Ayerbe, I Forgnone, Q Foguet-Boreu…","Disparities in the management of cardiovascular risk factors in patients with psychiatric disorders: a systematic review and meta-analysis",2018,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/disparities-in-the-management-of-cardiovascular-risk-factors-in-patients-with-psychiatric-disorders-a-systematic-review-and-metaanalysis/920247904CD23C9BEFB9F9417CFF2053","https://scholar.google.com/scholar?cites=5542051168676471245&as_sdt=2005&sciodt=0,5&hl=en",575,"2023-07-31 18:46:22","","","","",,,,,52,10.40,13,4,5,"… Removing this study from the meta-analysis resulted in the remaining studies being homogeneous with I2 equating to zero, while the association between depression and giving up …","https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/62701/Ayerbe_Disparities%20in%20the%20management%20of%20cardiovascular_Accepted_2018.docx?sequence=5","https://scholar.google.com/scholar?q=related:zeH_wyxS6UwJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
89,"MJ Giummarra, A Lennox, G Dali, B Costa…","Early psychological interventions for posttraumatic stress, depression and anxiety after traumatic injury: A systematic review and meta-analysis",2018,"Clinical psychology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735817303276","https://scholar.google.com/scholar?cites=18443035040762983478&as_sdt=2005&sciodt=0,5&hl=en",577,"2023-07-31 18:46:22","","","","",,,,,89,17.80,18,5,5,"… This systematic review and meta-analysis examined the efficacy and effectiveness of early interventions delivered within the first three months after unintentional traumatic injury (eg, …","","https://scholar.google.com/scholar?q=related:NnTCeKfS8v8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
